"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pdf_url","Input.Category","Input.Description","Input.Positive_Example_1","Input.Positive_Example_2","Input.Positive_Example_3","Input.Negative_Example_1","Input.Negative_Example_2","Input.Negative_Example_3","Answer.question","Approve","Reject"
"30UZJB2POJOOK0HWCOW4ZA7VXG635E","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","2","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3BDCF01OG066PCFZJYA3UDUWBPLYLV","A1GGOZPHYU0OC0","Approved","Tue Jun 13 18:33:05 PDT 2023","Tue Jun 13 18:34:11 PDT 2023","Fri Jun 16 18:34:11 PDT 2023","Wed Jun 14 08:12:11 PDT 2023","","","66","100% (72/72)","100% (63/63)","100% (63/63)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--206938595.pdf","Ask a question that is not answerable with the document.","A good question might:(a) be related to the document
(b) refer to non-existent tables, figures, or sections
(c) not have enough information to answer it
(d) not be related to the document at all","","","","","","","Can the Output File Path be a Google Drive path?"
"30UZJB2POJOOK0HWCOW4ZA7VXG635E","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","2","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3JZQSN0I3TMK3TK33HLZS0I89TJGFC","AORHXBTOCXFUK","Rejected","Tue Jun 13 14:11:50 PDT 2023","Tue Jun 13 14:17:16 PDT 2023","Fri Jun 16 14:17:16 PDT 2023","","Tue Jun 13 14:20:40 PDT 2023","Low quality submissions for DocInstruct Tasks v2 batch.","326","65% (13/20)","13% (1/8)","13% (1/8)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--206938595.pdf","Ask a question that is not answerable with the document.","A good question might:(a) be related to the document
(b) refer to non-existent tables, figures, or sections
(c) not have enough information to answer it
(d) not be related to the document at all","","","","","","","Name of the printer the system uses to print the report generated by the system task"
"3VZYA8PITQAS38IZT1ELXC9OU4M05G","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3M1CVSFP63HGKRX9VX4J8DBJI46AQN","A1GGOZPHYU0OC0","Approved","Tue Jun 13 18:33:07 PDT 2023","Tue Jun 13 18:35:27 PDT 2023","Fri Jun 16 18:35:27 PDT 2023","Wed Jun 14 08:12:11 PDT 2023","","","140","100% (72/72)","100% (63/63)","100% (63/63)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question about a figure in the document.","A good question refers to a figure number or page in the document.","What is the main takeaway of Figure 4?","What is the largest value in Figure 4?","What kind of graph is used on page 5?","What is the main takeaway of the second graph? (missing reference to page or figure number)","","","N/A - no numbered figures"
"3FO95NVK5ECH9409ZAA8AJK3HETSR8","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","33CUSNVVNQOWVZ4YC535QVKOY6T887","A2SWQM5X54P1O5","Approved","Tue Jun 13 14:06:07 PDT 2023","Tue Jun 13 14:14:21 PDT 2023","Fri Jun 16 14:14:21 PDT 2023","Tue Jun 13 14:16:33 PDT 2023","","","494","100% (5/5)","100% (5/5)","100% (5/5)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question about the document.","A good question can be fully answered by the information in the document and is not self-evident (not able to be verified with a quick scan).","Is 2pm on Wednesday free?","What evidence is used to support the author's conclusion in section #8?","","What is the title of subsection #4? (too easy to answer)","","","Are the fees nonrefundable?"
"3OKP4QVBP49MKI512ZU5QFCQTZCAGZ","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3B837J3LDR8KWOY3PCFAY3FU0WFSR2","A1GGOZPHYU0OC0","Approved","Tue Jun 13 18:41:49 PDT 2023","Tue Jun 13 18:46:04 PDT 2023","Fri Jun 16 18:46:04 PDT 2023","Wed Jun 14 08:12:11 PDT 2023","","","255","100% (72/72)","100% (63/63)","100% (63/63)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question about a table in the document.","A good question can use multiple cells, rows, columns, or tables.","Can you convert the minutes column in Table 2 to hours?","What row has the maximum value of the ""Accuracy"" column?","","What value is in the third column, fourth row? (too easy to answer)","","","Can you sort the Stop IDs in the route table for Bus 03 in ascending order?"
"3YLPJ8OXXAPI4FKAI8KI1YQL4FC4XA","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3X4MXAO0BJ0D35FC9HPBVSIF69ARWF","A1GGOZPHYU0OC0","Approved","Tue Jun 13 18:29:25 PDT 2023","Tue Jun 13 18:31:05 PDT 2023","Fri Jun 16 18:31:05 PDT 2023","Wed Jun 14 08:12:11 PDT 2023","","","100","100% (72/72)","100% (63/63)","100% (63/63)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question about the structure of the document.","A good question references parts of the document by name, number, or page, and asks about content in those parts.","What is the main takeaway from section 5?","What counterexamples are provided in paragraph 3, section #1?","","How many sections are there in the document? (too easy to answer)","What is the title of the document? (too easy to answer)","","What is the purpose of the first table on page 2?"
"3TUOHPJXYJ9UDH3USEQ1WQ9CO8AXWO","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","39N5ACM9HHZHFWMP3EBUCDAP7Q2P9W","A1NF6PELRKACS9","Approved","Tue Jun 13 18:37:47 PDT 2023","Tue Jun 13 18:56:20 PDT 2023","Fri Jun 16 18:56:20 PDT 2023","Wed Jun 14 08:12:11 PDT 2023","","","1113","100% (3835/3836)","100% (49/49)","100% (49/49)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask for a summary of parts of the document or the full document.","A good summarization task specifies the content to summarize and summary type (e.g., length, style)","Can you provide a concise summary of section 2?","Write a detailed summary about the main takeaways of the paper.","","What is a summary of the document? (does not specify summary length)","","","What is the concise summary of the terms and conditions mentioned in page 3 of the document?"
"311HQEI8RUS4SX28LO6A1VQ63H07ZU","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","2","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3X0H8UUIT40P4KFPO6PGL2NBS84SW9","A1MJVTR0PCKBWW","Approved","Tue Jun 13 14:23:14 PDT 2023","Tue Jun 13 14:23:55 PDT 2023","Fri Jun 16 14:23:55 PDT 2023","Tue Jun 13 14:37:45 PDT 2023","","","41","100% (700/700)","100% (22/22)","100% (22/22)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask for specific content to be extracted from the document.","A good extraction task asks to find content that's answerable with one or more highlights in the document.","Find all the councilmembers mentioned in this document.","What are the three central claims of the author?","What are the main findings?","""How many times does the author mention the title character?"" (not relevant question)","Write a short summary. (does not specify summary content)","","What Bus does The Nexus bus stop?"
"311HQEI8RUS4SX28LO6A1VQ63H07ZU","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","2","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3Y5140Z9D0SAQXFS78H7P69SQCYIP9","AORHXBTOCXFUK","Rejected","Tue Jun 13 14:11:36 PDT 2023","Tue Jun 13 14:16:35 PDT 2023","Fri Jun 16 14:16:35 PDT 2023","","Tue Jun 13 14:20:40 PDT 2023","Low quality submissions for DocInstruct Tasks v2 batch.","299","65% (13/20)","13% (1/8)","13% (1/8)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask for specific content to be extracted from the document.","A good extraction task asks to find content that's answerable with one or more highlights in the document.","Find all the councilmembers mentioned in this document.","What are the three central claims of the author?","What are the main findings?","""How many times does the author mention the title character?"" (not relevant question)","Write a short summary. (does not specify summary content)","","Students already taking the bus 2-way per day $ 100.00 / term / child"
"37OPIVELUWF0KE0CM5CNBFOR8ZPAHY","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3K9FOBBF2KVCDDBLCW1SDXWP727LNC","A38DC3BG1ZCVZ2","Approved","Tue Jun 13 15:36:43 PDT 2023","Tue Jun 13 15:47:45 PDT 2023","Fri Jun 16 15:47:45 PDT 2023","Wed Jun 14 08:12:12 PDT 2023","","","662","100% (242/242)","100% (125/125)","100% (125/125)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask for a rewrite of some text in the document.","Copy some text from the document and ask for it to be rewritten in a certain way,or with a certain style.
 
A good task contains the text to be rewritten, and a description of how it should be rewritten.","Can you rewrite this in more modern language: ""The thousand injuries of Fortunato I had borne as best I could. But when he ventured upon insult, I vowed revenge.""","Can you simplify this: ""In mice, immunoregulatory APCs express the dendritic  cell (DC) marker CD11c, and one or more distinctive  markers (CD8, B220, DX5).""","","Remove all typos. (too broad, does not refer to specific text)","","","Can you rewrite this but change the currency to US dollars? ""These costs are fixed and students can use the bus one or multiple days per week. The cost shall be charged per term according to four (4) terms in a school year. All costs are quoted in Singapore  dollars and subject to the prevailing Goods and Services Tax of 7%."""
"3KLL7H3EGFDKC23AX03J7224T9PVHJ","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","38JBBYETQRMCLZRND5ZS1T057OX4EZ","A1MJVTR0PCKBWW","Approved","Tue Jun 13 14:22:29 PDT 2023","Tue Jun 13 14:22:56 PDT 2023","Fri Jun 16 14:22:56 PDT 2023","Tue Jun 13 14:37:46 PDT 2023","","","27","100% (700/700)","100% (22/22)","100% (22/22)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question that can’t be answered with just the document.","A good question is related to the document, but the answer isn't found in the document.","What other books were written by the novelist author?","Besides the theory discussed in this document, what other scientific theories explain the given phenomena?","Can you explain the term ""mitochondria""?","Questions that are unrelated to the document's content","","","What is the stop code for Holland Village for Bus 04?"
"3NI0WFPPIBSOMCIDYKOQPINOQZX06W","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3B3WTRP3DEELNPLJ1G0IG02WWCJ92U","A3UUH3632AI3ZX","Approved","Tue Jun 13 14:08:40 PDT 2023","Tue Jun 13 14:09:54 PDT 2023","Fri Jun 16 14:09:54 PDT 2023","Tue Jun 13 14:16:33 PDT 2023","","","74","100% (39/39)","100% (39/39)","100% (39/39)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question that needs multiple parts of the document to answer.","A good question references sections or pages across different pages or different page numbers.","Do the results in the conclusions support the claims in the abstract?","","","Any task that is answerable in one place in the document, or not answerable at all.","","","Would you be willing to read and sign the terms and conditions after seeing the costs section?"
"3G3AJKPCXN474KAKN46KKCXU6L64YG","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","1","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3PH3VY7DJO9M5W13JYJOHVKEFPRZWC","A26ZENZ5G8AEGM","Approved","Tue Jun 13 16:57:38 PDT 2023","Tue Jun 13 16:59:03 PDT 2023","Fri Jun 16 16:59:03 PDT 2023","Wed Jun 14 08:12:12 PDT 2023","","","85","100% (11/11)","100% (11/11)","100% (11/11)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask about the type of the document.","A good question asks whether a document falls into one or more categories, which are relevant to the document.","Is this document a scientific article?","Is this document about a residential lease or a commercial lease?","","What is this document? (too broad/general)","","","Is this form an application for bus transportation?"
"3SD15I2WD46K34HAH769RGLVTBH36U","3FWHJCYVLHV1ZV8ST2GPUZCRACHSRJ","Brainstorm a Task for a Document","Given a PDF and a type of task, brainstorm a new task for that document.","document, brainstorming, questions","$0.50","Tue Jun 13 14:05:46 PDT 2023","2","BatchId:5090947;OriginalHitTemplateId:928390860;","1800","259200","Tue Jun 20 14:05:46 PDT 2023","","","3SEPORI8WQBPYJY0ITNWZ6NNN6QZA3","A26ZENZ5G8AEGM","Approved","Tue Jun 13 16:59:03 PDT 2023","Tue Jun 13 17:00:39 PDT 2023","Fri Jun 16 17:00:39 PDT 2023","Wed Jun 14 08:12:12 PDT 2023","","","96","100% (11/11)","100% (11/11)","100% (11/11)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--168853401.pdf","Ask a question that is not answerable with the document.","A good question might:(a) be related to the document
(b) refer to non-existent tables, figures, or sections
(c) not have enough information to answer it
(d) not be related to the document at all","","","","","","","What is the schedule for the bus stops?"
