"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pdf_url","Input.Category","Input.Description","Input.Positive_Example_1","Input.Positive_Example_2","Input.Positive_Example_3","Input.Negative_Example_1","Input.Negative_Example_2","Input.Negative_Example_3","Answer.question","Approve","Reject"
"338GLSUI45NK6EV08FAETU6KEQKFS2","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:00 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:00 PDT 2023","","","33M4IA01QJDSS5K2JMLXXBWMF8DRXZ","A2J237J8KM3OCS","Approved","Tue Jun 13 15:44:02 PDT 2023","Tue Jun 13 15:45:53 PDT 2023","Fri Jun 16 15:45:53 PDT 2023","Wed Jun 14 06:25:14 PDT 2023","","","111","100% (3/3)","100% (2/2)","100% (2/2)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--228740874.pdf","Ask for a rewrite of some text in the document.","Copy some text from the document and ask for it to be rewritten in a certain way,or with a certain style.
 
A good task contains the text to be rewritten, and a description of how it should be rewritten.","Can you rewrite this in more modern language: ""The thousand injuries of Fortunato I had borne as best I could. But when he ventured upon insult, I vowed revenge.""","Can you simplify this: ""In mice, immunoregulatory APCs express the dendritic  cell (DC) marker CD11c, and one or more distinctive  markers (CD8, B220, DX5).""","","Remove all typos. (too broad, does not refer to specific text)","","","Why Hope is a fundamental component of the life of the righteous?"
"3OQQD2WO8KI0WOCBJ8FYOJB022DI34","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","3J2UYBXQQOOR9WG7OMTSD2IF9FX606","A32CMQGGTSUK6Z","Approved","Tue Jun 13 16:03:16 PDT 2023","Tue Jun 13 16:19:17 PDT 2023","Fri Jun 16 16:19:17 PDT 2023","Wed Jun 14 06:24:46 PDT 2023","","","961","100% (875/875)","100% (35/35)","100% (35/35)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--206938595.pdf","Ask a question about the document.","A good question can be fully answered by the information in the document and is not self-evident (not able to be verified with a quick scan).","Is 2pm on Wednesday free?","What evidence is used to support the author's conclusion in section #8?","","What is the title of subsection #4? (too easy to answer)","","","How many file format options are there to use?"
"3BS6ERDL95JILWJ7AWCL4P77KO7D63","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:51:55 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:51:55 PDT 2023","","","3HVVDCPGTH4U8PN4S7CUG44D526TYS","A33EE91AZUG1LW","Approved","Tue Jun 13 18:12:38 PDT 2023","Tue Jun 13 18:34:04 PDT 2023","Fri Jun 16 18:34:04 PDT 2023","Wed Jun 14 06:25:42 PDT 2023","","","1286","100% (47/47)","100% (41/41)","100% (41/41)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--368918284.pdf","Ask a question about a table in the document.","A good question can use multiple cells, rows, columns, or tables.","Can you convert the minutes column in Table 2 to hours?","What row has the maximum value of the ""Accuracy"" column?","","What value is in the third column, fourth row? (too easy to answer)","","","What percentage of expenses was the Alpine Communications expense?"
"3TD33TP5DNEQT1XQMD2RP4LTDMLBAK","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","36W0OB37HZQ4866EOZXOGSAR0ZDZH7","A2TBXASXZIRNNW","Approved","Tue Jun 13 15:43:56 PDT 2023","Tue Jun 13 15:54:59 PDT 2023","Fri Jun 16 15:54:59 PDT 2023","Wed Jun 14 06:25:14 PDT 2023","","","663","100% (255/255)","100% (141/141)","100% (141/141)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--191156062.pdf","Ask a question that needs multiple parts of the document to answer.","A good question references sections or pages across different pages or different page numbers.","Do the results in the conclusions support the claims in the abstract?","","","Any task that is answerable in one place in the document, or not answerable at all.","","","What is the main difference between pages 2 and 3?"
"36818Z1KV5PLQ6TD7KNL7LNHPU83AL","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","34Z02EIMIVPXBURJKZ1LOCATTM80T9","A2TBXASXZIRNNW","Approved","Tue Jun 13 15:07:58 PDT 2023","Tue Jun 13 15:21:20 PDT 2023","Fri Jun 16 15:21:20 PDT 2023","Wed Jun 14 06:24:46 PDT 2023","","","802","100% (255/255)","100% (141/141)","100% (141/141)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--206938595.pdf","Ask a question about a table in the document.","A good question can use multiple cells, rows, columns, or tables.","Can you convert the minutes column in Table 2 to hours?","What row has the maximum value of the ""Accuracy"" column?","","What value is in the third column, fourth row? (too easy to answer)","","","N/A Table reasoning if the document contains no tables."
"3HRWUH63QWEVO4A6U7GJ8O512XY5NX","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:51:56 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:51:56 PDT 2023","","","3RU7GD8VPR5ZKBIOCKBLT8FFZEPPS5","A1NF6PELRKACS9","Approved","Tue Jun 13 18:16:36 PDT 2023","Tue Jun 13 19:06:26 PDT 2023","Fri Jun 16 19:06:26 PDT 2023","Wed Jun 14 06:25:42 PDT 2023","","","2990","100% (3837/3838)","100% (51/51)","100% (51/51)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--368918284.pdf","Ask a question about the structure of the document.","A good question references parts of the document by name, number, or page, and asks about content in those parts.","What is the main takeaway from section 5?","What counterexamples are provided in paragraph 3, section #1?","","How many sections are there in the document? (too easy to answer)","What is the title of the document? (too easy to answer)","","What is the main takeaway from the financial report mentioned in the document?"
"3EHIMLB7F9BM1Q7XP7S9FOIWIBQ8HT","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","3JZQSN0I3TMK3TK33HLZS0I89UPGFK","A2WQT33K6LD9Z5","Approved","Tue Jun 13 15:07:13 PDT 2023","Tue Jun 13 15:42:13 PDT 2023","Fri Jun 16 15:42:13 PDT 2023","Wed Jun 14 06:25:14 PDT 2023","","","2100","100% (46/46)","100% (46/46)","100% (46/46)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--191156062.pdf","Ask about the type of the document.","A good question asks whether a document falls into one or more categories, which are relevant to the document.","Is this document a scientific article?","Is this document about a residential lease or a commercial lease?","","What is this document? (too broad/general)","","","Is this document more programming or mathematics oriented?"
"3M47JKRKCZD641NGTO15IXT69XA68Q","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","3RGU30DZTDK0052LXAAFK3UXYNIJMY","A320QA9HJFUOZO","Approved","Tue Jun 13 15:15:31 PDT 2023","Tue Jun 13 16:00:29 PDT 2023","Fri Jun 16 16:00:29 PDT 2023","Wed Jun 14 06:24:46 PDT 2023","","","2698","100% (54/54)","100% (53/53)","100% (53/53)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--206938595.pdf","Ask a question about the structure of the document.","A good question references parts of the document by name, number, or page, and asks about content in those parts.","What is the main takeaway from section 5?","What counterexamples are provided in paragraph 3, section #1?","","How many sections are there in the document? (too easy to answer)","What is the title of the document? (too easy to answer)","","Which file formats are listed under the ""Create Using This Format"" section?"
"3MJ28H2Y1GKD6PAIVMGWND56S735OC","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:51:56 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:51:56 PDT 2023","","","3VHHR074H6TNASJYWPK3H0AZ7NQL7P","AETIZKQNUSBLB","Approved","Tue Jun 13 14:52:01 PDT 2023","Tue Jun 13 15:27:59 PDT 2023","Fri Jun 16 15:27:59 PDT 2023","Wed Jun 14 06:25:42 PDT 2023","","","2158","100% (1/1)","100% (1/1)","100% (1/1)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--368918284.pdf","Ask for a summary of parts of the document or the full document.","A good summarization task specifies the content to summarize and summary type (e.g., length, style)","Can you provide a concise summary of section 2?","Write a detailed summary about the main takeaways of the paper.","","What is a summary of the document? (does not specify summary length)","","","Give me a brief summary of the information related to the interns."
"38F60IALAITUOATPUXWJ0SF2A790T8","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:00 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:00 PDT 2023","","","3YGXWBAF73TXO179HETXB502MCZ4CL","A320QA9HJFUOZO","Approved","Tue Jun 13 15:37:06 PDT 2023","Tue Jun 13 16:29:18 PDT 2023","Fri Jun 16 16:29:18 PDT 2023","Wed Jun 14 06:25:15 PDT 2023","","","3132","100% (54/54)","100% (53/53)","100% (53/53)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--228740874.pdf","Ask a question that can’t be answered with just the document.","A good question is related to the document, but the answer isn't found in the document.","What other books were written by the novelist author?","Besides the theory discussed in this document, what other scientific theories explain the given phenomena?","Can you explain the term ""mitochondria""?","Questions that are unrelated to the document's content","","","How long has Rev. Elizabeth D. McLean been leading the Prince of Peace Presbyterian Church?"
"35A1YQPVFGS3A3ZFXR3R3G9KGY4I5U","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","336YQZE83YQST6N0886LJTBSGMO5MZ","A2TBXASXZIRNNW","Approved","Tue Jun 13 15:24:53 PDT 2023","Tue Jun 13 15:31:47 PDT 2023","Fri Jun 16 15:31:47 PDT 2023","Wed Jun 14 06:24:46 PDT 2023","","","414","100% (255/255)","100% (141/141)","100% (141/141)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--236636489.pdf","Ask a question about a table in the document.","A good question can use multiple cells, rows, columns, or tables.","Can you convert the minutes column in Table 2 to hours?","What row has the maximum value of the ""Accuracy"" column?","","What value is in the third column, fourth row? (too easy to answer)","","","N/A Table reasoning"
"379OL9DBSUQ81QGW4Z2B1K8ASDKY96","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","369J354OFGMOK0RS2OIVYU5VGWL6G8","A2TBXASXZIRNNW","Approved","Tue Jun 13 16:02:20 PDT 2023","Tue Jun 13 16:09:39 PDT 2023","Fri Jun 16 16:09:39 PDT 2023","Wed Jun 14 06:25:14 PDT 2023","","","439","100% (255/255)","100% (141/141)","100% (141/141)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--191156062.pdf","Ask a question that is not answerable with the document.","A good question might:(a) be related to the document
(b) refer to non-existent tables, figures, or sections
(c) not have enough information to answer it
(d) not be related to the document at all","","","","","","","When was Armstrong State University founded?"
"309D674SH1XEMGUO6RYIVZBHDP6BCM","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:01 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:01 PDT 2023","","","38BQUHLA9ZCE1GTIDN2KSZBJXKBOMB","A1GGOZPHYU0OC0","Approved","Tue Jun 13 18:10:23 PDT 2023","Tue Jun 13 18:13:58 PDT 2023","Fri Jun 16 18:13:58 PDT 2023","Wed Jun 14 06:24:46 PDT 2023","","","215","100% (75/75)","100% (66/66)","100% (66/66)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--206938595.pdf","Ask for a summary of parts of the document or the full document.","A good summarization task specifies the content to summarize and summary type (e.g., length, style)","Can you provide a concise summary of section 2?","Write a detailed summary about the main takeaways of the paper.","","What is a summary of the document? (does not specify summary length)","","","For what purpose does the File Path and Name On Server field serve?"
"3KLL7H3EGFDKC23AX03J7224T9QVHK","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:51:56 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:51:56 PDT 2023","","","3N2BF7Y2VT649Z7V9A7U8QEILVEMHW","A2WQT33K6LD9Z5","Approved","Tue Jun 13 15:17:29 PDT 2023","Tue Jun 13 16:15:07 PDT 2023","Fri Jun 16 16:15:07 PDT 2023","Wed Jun 14 06:25:43 PDT 2023","","","3458","100% (46/46)","100% (46/46)","100% (46/46)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--368918284.pdf","Ask for specific content to be extracted from the document.","A good extraction task asks to find content that's answerable with one or more highlights in the document.","Find all the councilmembers mentioned in this document.","What are the three central claims of the author?","What are the main findings?","""How many times does the author mention the title character?"" (not relevant question)","Write a short summary. (does not specify summary content)","","List all of the dates mentioned in the article along with any details associated with each date mentioned in the article."
"33QQ60S6AUU9ON8EU2MT5O14TLG0UZ","36L9PLEPXSWHXGE2UF52HI5D6VK2M3","Come up with a question for a document","Given a question, brainstorm a question to ask","document, brainstorming, questions","$0.75","Tue Jun 13 14:52:00 PDT 2023","1","BatchId:5091018;OriginalHitTemplateId:928390860;","3600","259200","Tue Jun 20 14:52:00 PDT 2023","","","30BXRYBRP790EB19DCDHHOG9JZ8HW2","A2TBXASXZIRNNW","Approved","Tue Jun 13 16:54:41 PDT 2023","Tue Jun 13 17:00:48 PDT 2023","Fri Jun 16 17:00:48 PDT 2023","Wed Jun 14 06:25:15 PDT 2023","","","367","100% (255/255)","100% (141/141)","100% (141/141)","https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--228740874.pdf","Ask a question that needs multiple parts of the document to answer.","A good question references sections or pages across different pages or different page numbers.","Do the results in the conclusions support the claims in the abstract?","","","Any task that is answerable in one place in the document, or not answerable at all.","","","What is the main difference between pages 1 and 3?"
